flightNumber,date,passengers,maxCapacity
AS4567,2018-04-19,144,226
AA1234,2018-04-20,245,235
UA5678,2018-04-20,232,215
DL9012,2018-04-20,171,239
WN789,2018-04-20,132,246
AS4567,2018-04-20,234,285
AA1234,2018-04-21,154,260
UA5678,2018-04-21,151,297
DL9012,2018-04-21,162,246
WN789,2018-04-21,137,295
AS4567,2018-04-21,169,279
AA1234,2018-04-22,221,239
UA5678,2018-04-22,159,235
DL9012,2018-04-22,196,280
WN789,2018-04-22,219,249
AS4567,2018-04-22,242,206
AA1234,2018-04-23,187,241
UA5678,2018-04-23,216,234
DL9012,2018-04-23,101,275
WN789,2018-04-23,245,296
AS4567,2018-04-23,169,296
AA1234,2018-04-24,113,241
UA5678,2018-04-24,157,286
DL9012,2018-04-24,179,223
WN789,2018-04-24,221,294
AS4567,2018-04-24,165,251
AA1234,2018-04-25,229,219
UA5678,2018-04-25,160,287
DL9012,2018-04-25,221,283
WN789,2018-04-25,117,266
AS4567,2018-04-25,237,228
AA1234,2018-04-26,113,290
UA5678,2018-04-26,203,213
DL9012,2018-04-26,132,277
WN789,2018-04-26,199,260
AS4567,2018-04-26,195,295
AA1234,2018-04-27,221,210
UA5678,2018-04-27,127,263
DL9012,2018-04-27,244,221
WN789,2018-04-27,147,218
AS4567,2018-04-27,177,235
AA1234,2018-04-28,176,240
UA5678,2018-04-28,207,226
DL9012,2018-04-28,223,241
WN789,2018-04-28,244,267
AS4567,2018-04-28,120,259
AA1234,2018-04-29,171,279
UA5678,2018-04-29,215,286
DL9012,2018-04-29,171,222
WN789,2018-04-29,175,276
AS4567,2018-04-29,183,240
AA1234,2018-04-30,218,206
UA5678,2018-04-30,166,248
DL9012,2018-04-30,179,237
WN789,2018-04-30,144,256
AS4567,2018-04-30,182,260
AA1234,2018-05-01,203,240
UA5678,2018-05-01,167,234
DL9012,2018-05-01,100,229
WN789,2018-05-01,201,224
AS4567,2018-05-01,231,296
AA1234,2018-05-02,160,211
UA5678,2018-05-02,208,261
DL9012,2018-05-02,149,208
WN789,2018-05-02,136,245
AS4567,2018-05-02,245,233
AA1234,2018-05-03,168,227
UA5678,2018-05-03,221,245
DL9012,2018-05-03,198,268
WN789,2018-05-03,223,280
AS4567,2018-05-03,222,220
AA1234,2018-05-04,167,284
UA5678,2018-05-04,103,263
DL9012,2018-05-04,117,221
WN789,2018-05-04,171,229
AS4567,2018-05-04,184,298
AA1234,2018-05-05,186,256
UA5678,2018-05-05,192,279
DL9012,2018-05-05,141,296
WN789,2018-05-05,107,202
AS4567,2018-05-05,219,208
AA1234,2018-05-06,219,200
UA5678,2018-05-06,229,243
DL9012,2018-05-06,217,277
WN789,2018-05-06,234,283
AS4567,2018-05-06,104,262
AA1234,2018-05-07,144,281
UA5678,2018-05-07,106,263
DL9012,2018-05-07,175,260
WN789,2018-05-07,228,245
AS4567,2018-05-07,212,281
AA1234,2018-05-08,199,220
UA5678,2018-05-08,123,291
DL9012,2018-05-08,126,230
WN789,2018-05-08,229,253
AS4567,2018-05-08,227,217
AA1234,2018-05-09,107,300
UA5678,2018-05-09,126,200
DL9012,2018-05-09,182,276
WN789,2018-05-09,244,277
AS4567,2018-05-09,200,248
AA1234,2018-05-10,150,297
UA5678,2018-05-10,180,296
DL9012,2018-05-10,108,235
WN789,2018-05-10,210,279
AS4567,2018-05-10,158,244
AA1234,2018-05-11,158,221
UA5678,2018-05-11,189,220
DL9012,2018-05-11,100,275
WN789,2018-05-11,192,264
AS4567,2018-05-11,211,299
AA1234,2018-05-12,188,200
UA5678,2018-05-12,176,260
DL9012,2018-05-12,209,234
WN789,2018-05-12,122,293
AS4567,2018-05-12,215,253
AA1234,2018-05-13,114,212
UA5678,2018-05-13,168,202
DL9012,2018-05-13,187,226
WN789,2018-05-13,167,264
AS4567,2018-05-13,191,298
AA1234,2018-05-14,198,264
UA5678,2018-05-14,207,233
DL9012,2018-05-14,103,300
WN789,2018-05-14,212,300
AS4567,2018-05-14,153,265
AA1234,2018-05-15,181,254
UA5678,2018-05-15,216,203
DL9012,2018-05-15,174,285
WN789,2018-05-15,187,260
AS4567,2018-05-15,231,287
AA1234,2018-05-16,145,293
UA5678,2018-05-16,202,270
DL9012,2018-05-16,229,234
WN789,2018-05-16,171,293
AS4567,2018-05-16,155,208
AA1234,2018-05-17,159,229
UA5678,2018-05-17,219,279
DL9012,2018-05-17,205,277
WN789,2018-05-17,135,273
AS4567,2018-05-17,173,240
AA1234,2018-05-18,235,247
UA5678,2018-05-18,110,277
DL9012,2018-05-18,226,288
WN789,2018-05-18,150,279
AS4567,2018-05-18,221,209
AA1234,2018-05-19,160,204
UA5678,2018-05-19,104,217
DL9012,2018-05-19,238,234
WN789,2018-05-19,144,298
AS4567,2018-05-19,153,253
AA1234,2018-05-20,208,227
UA5678,2018-05-20,240,228
DL9012,2018-05-20,220,257
WN789,2018-05-20,125,213
AS4567,2018-05-20,136,271
AA1234,2018-05-21,129,257
UA5678,2018-05-21,216,206
DL9012,2018-05-21,143,241
WN789,2018-05-21,120,216
AS4567,2018-05-21,120,276
AA1234,2018-05-22,126,255
UA5678,2018-05-22,222,259
DL9012,2018-05-22,112,208
WN789,2018-05-22,221,294
AS4567,2018-05-22,176,243
AA1234,2018-05-23,165,218
UA5678,2018-05-23,145,233
DL9012,2018-05-23,111,235
WN789,2018-05-23,217,238
AS4567,2018-05-23,232,218
AA1234,2018-05-24,179,298
UA5678,2018-05-24,137,291
DL9012,2018-05-24,244,282
WN789,2018-05-24,193,235
AS4567,2018-05-24,199,246
AA1234,2018-05-25,246,250
UA5678,2018-05-25,102,207
DL9012,2018-05-25,102,254
WN789,2018-05-25,249,202
AS4567,2018-05-25,177,300
AA1234,2018-05-26,111,276
UA5678,2018-05-26,241,262
DL9012,2018-05-26,110,210
WN789,2018-05-26,218,255
AS4567,2018-05-26,249,231
AA1234,2018-05-27,149,256
UA5678,2018-05-27,135,226
DL9012,2018-05-27,182,214
WN789,2018-05-27,164,211
AS4567,2018-05-27,188,292
AA1234,2018-05-28,109,285
UA5678,2018-05-28,198,298
DL9012,2018-05-28,182,217
WN789,2018-05-28,206,285
AS4567,2018-05-28,100,241
AA1234,2018-05-29,234,267
UA5678,2018-05-29,182,283
DL9012,2018-05-29,135,240
WN789,2018-05-29,199,207
AS4567,2018-05-29,249,249
AA1234,2018-05-30,127,292
UA5678,2018-05-30,179,234
DL9012,2018-05-30,119,273
WN789,2018-05-30,107,263
AS4567,2018-05-30,103,279
AA1234,2018-05-31,208,233
UA5678,2018-05-31,158,208
DL9012,2018-05-31,208,260
WN789,2018-05-31,249,277
AS4567,2018-05-31,177,295
AA1234,2018-06-01,105,291
UA5678,2018-06-01,163,255
DL9012,2018-06-01,150,241
WN789,2018-06-01,124,287
AS4567,2018-06-01,116,202
AA1234,2018-06-02,212,250
UA5678,2018-06-02,122,219
DL9012,2018-06-02,202,281
WN789,2018-06-02,132,234
AS4567,2018-06-02,179,260
AA1234,2018-06-03,162,251
UA5678,2018-06-03,243,210
DL9012,2018-06-03,213,226
WN789,2018-06-03,116,246
AS4567,2018-06-03,115,241
AA1234,2018-06-04,120,243
UA5678,2018-06-04,165,291
DL9012,2018-06-04,148,228
WN789,2018-06-04,118,259
AS4567,2018-06-04,168,258
AA1234,2018-06-05,223,243
UA5678,2018-06-05,245,222
DL9012,2018-06-05,166,236
WN789,2018-06-05,220,244
AS4567,2018-06-05,181,254
AA1234,2018-06-06,219,277
UA5678,2018-06-06,181,278
DL9012,2018-06-06,120,233
WN789,2018-06-06,120,264
AS4567,2018-06-06,148,296
AA1234,2018-06-07,108,277
UA5678,2018-06-07,119,233
DL9012,2018-06-07,131,207
WN789,2018-06-07,176,286
AS4567,2018-06-07,231,258
AA1234,2018-06-08,189,246
UA5678,2018-06-08,192,206
DL9012,2018-06-08,241,266
WN789,2018-06-08,161,218
AS4567,2018-06-08,153,238
AA1234,2018-06-09,185,272
UA5678,2018-06-09,224,276
DL9012,2018-06-09,159,207
WN789,2018-06-09,181,265
AS4567,2018-06-09,239,291
AA1234,2018-06-10,127,253
UA5678,2018-06-10,134,290
DL9012,2018-06-10,202,222
WN789,2018-06-10,188,234
AS4567,2018-06-10,208,243
AA1234,2018-06-11,203,240
UA5678,2018-06-11,228,208
DL9012,2018-06-11,107,202
WN789,2018-06-11,166,283
AS4567,2018-06-11,231,297
AA1234,2018-06-12,133,267
UA5678,2018-06-12,145,203
DL9012,2018-06-12,121,204
WN789,2018-06-12,123,257
AS4567,2018-06-12,136,220
AA1234,2018-06-13,102,204
UA5678,2018-06-13,246,300
DL9012,2018-06-13,222,266
WN789,2018-06-13,161,287
AS4567,2018-06-13,240,241
AA1234,2018-06-14,108,287
UA5678,2018-06-14,165,226
DL9012,2018-06-14,142,256
WN789,2018-06-14,133,266
AS4567,2018-06-14,167,276
AA1234,2018-06-15,212,209
UA5678,2018-06-15,200,284
DL9012,2018-06-15,175,293
WN789,2018-06-15,202,239
AS4567,2018-06-15,118,252
AA1234,2018-06-16,110,208
UA5678,2018-06-16,191,209
DL9012,2018-06-16,210,228
WN789,2018-06-16,204,269
AS4567,2018-06-16,232,290
AA1234,2018-06-17,174,264
UA5678,2018-06-17,107,300
DL9012,2018-06-17,178,225
WN789,2018-06-17,154,281
AS4567,2018-06-17,149,294
AA1234,2018-06-18,193,281
UA5678,2018-06-18,122,215
DL9012,2018-06-18,130,221
WN789,2018-06-18,142,224
AS4567,2018-06-18,169,219
AA1234,2018-06-19,159,247
UA5678,2018-06-19,201,268
DL9012,2018-06-19,222,295
WN789,2018-06-19,187,275
AS4567,2018-06-19,163,228
AA1234,2018-06-20,119,242
UA5678,2018-06-20,223,246
DL9012,2018-06-20,130,289
WN789,2018-06-20,216,233
AS4567,2018-06-20,214,230
AA1234,2018-06-21,208,200
UA5678,2018-06-21,108,232
DL9012,2018-06-21,139,253
WN789,2018-06-21,221,250
AS4567,2018-06-21,225,225
AA1234,2018-06-22,222,223
UA5678,2018-06-22,150,298
DL9012,2018-06-22,169,288
WN789,2018-06-22,194,271
AS4567,2018-06-22,212,291
AA1234,2018-06-23,102,297
UA5678,2018-06-23,187,260
DL9012,2018-06-23,110,264
WN789,2018-06-23,100,214
AS4567,2018-06-23,164,233
AA1234,2018-06-24,204,257
UA5678,2018-06-24,143,264
DL9012,2018-06-24,133,240
WN789,2018-06-24,121,279
AS4567,2018-06-24,113,200
AA1234,2018-06-25,230,224
UA5678,2018-06-25,161,272
DL9012,2018-06-25,142,201
WN789,2018-06-25,247,215
AS4567,2018-06-25,121,228
AA1234,2018-06-26,106,275
UA5678,2018-06-26,219,201
DL9012,2018-06-26,138,215
WN789,2018-06-26,198,237
AS4567,2018-06-26,130,280
AA1234,2018-06-27,208,226
UA5678,2018-06-27,146,233
DL9012,2018-06-27,238,245
WN789,2018-06-27,118,216
AS4567,2018-06-27,143,270
AA1234,2018-06-28,237,242
UA5678,2018-06-28,220,221
DL9012,2018-06-28,130,257
WN789,2018-06-28,202,249
AS4567,2018-06-28,172,227
AA1234,2018-06-29,105,228
UA5678,2018-06-29,132,284
DL9012,2018-06-29,244,208
WN789,2018-06-29,100,245
AS4567,2018-06-29,112,204
AA1234,2018-06-30,212,244
UA5678,2018-06-30,154,249
DL9012,2018-06-30,107,295
WN789,2018-06-30,187,217
AS4567,2018-06-30,111,295
AA1234,2018-07-01,145,205
UA5678,2018-07-01,180,221
DL9012,2018-07-01,152,224
WN789,2018-07-01,197,270
AS4567,2018-07-01,109,240
AA1234,2018-07-02,158,231
UA5678,2018-07-02,123,257
DL9012,2018-07-02,172,220
WN789,2018-07-02,224,260
AS4567,2018-07-02,191,276
AA1234,2018-07-03,161,289
UA5678,2018-07-03,166,294
DL9012,2018-07-03,237,294
WN789,2018-07-03,154,213
AS4567,2018-07-03,177,258
AA1234,2018-07-04,131,238
UA5678,2018-07-04,160,278
DL9012,2018-07-04,143,249
WN789,2018-07-04,122,251
AS4567,2018-07-04,220,299
AA1234,2018-07-05,193,227
UA5678,2018-07-05,107,228
DL9012,2018-07-05,214,205
WN789,2018-07-05,207,268
AS4567,2018-07-05,165,252
AA1234,2018-07-06,163,242
UA5678,2018-07-06,137,277
DL9012,2018-07-06,156,222
WN789,2018-07-06,100,237
AS4567,2018-07-06,160,234
AA1234,2018-07-07,163,300
UA5678,2018-07-07,195,200
DL9012,2018-07-07,189,206
WN789,2018-07-07,189,268
AS4567,2018-07-07,209,296
AA1234,2018-07-08,112,275
UA5678,2018-07-08,182,221
DL9012,2018-07-08,147,283
WN789,2018-07-08,208,225
AS4567,2018-07-08,212,256
AA1234,2018-07-09,241,200
UA5678,2018-07-09,161,260
DL9012,2018-07-09,168,216
WN789,2018-07-09,217,214
AS4567,2018-07-09,133,285
AA1234,2018-07-10,205,220
UA5678,2018-07-10,164,238
DL9012,2018-07-10,153,241
WN789,2018-07-10,249,249
AS4567,2018-07-10,232,259
AA1234,2018-07-11,112,222
UA5678,2018-07-11,137,238
DL9012,2018-07-11,182,235
WN789,2018-07-11,154,209
AS4567,2018-07-11,177,260
AA1234,2018-07-12,243,282
UA5678,2018-07-12,128,232
DL9012,2018-07-12,120,205
WN789,2018-07-12,136,268
AS4567,2018-07-12,110,221
AA1234,2018-07-13,222,284
UA5678,2018-07-13,107,263
DL9012,2018-07-13,198,264
WN789,2018-07-13,210,240
AS4567,2018-07-13,100,295
AA1234,2018-07-14,108,259
UA5678,2018-07-14,211,297
DL9012,2018-07-14,129,296
WN789,2018-07-14,240,214
AS4567,2018-07-14,151,250
AA1234,2018-07-15,242,252
UA5678,2018-07-15,164,262
DL9012,2018-07-15,232,294
WN789,2018-07-15,134,229
AS4567,2018-07-15,137,227
AA1234,2018-07-16,206,223
UA5678,2018-07-16,157,235
DL9012,2018-07-16,230,269
WN789,2018-07-16,248,217
AS4567,2018-07-16,225,222
AA1234,2018-07-17,236,219
UA5678,2018-07-17,134,218
DL9012,2018-07-17,145,211
WN789,2018-07-17,119,290
AS4567,2018-07-17,236,238
AA1234,2018-07-18,174,286
UA5678,2018-07-18,156,260
DL9012,2018-07-18,187,258
WN789,2018-07-18,115,260
AS4567,2018-07-18,182,294
AA1234,2018-07-19,142,289
UA5678,2018-07-19,211,239
DL9012,2018-07-19,198,291
WN789,2018-07-19,197,300
AS4567,2018-07-19,202,277
AA1234,2018-07-20,100,238
UA5678,2018-07-20,206,290
DL9012,2018-07-20,120,201
WN789,2018-07-20,178,242
AS4567,2018-07-20,173,228
AA1234,2018-07-21,202,293
UA5678,2018-07-21,213,290
DL9012,2018-07-21,113,286
WN789,2018-07-21,235,270
AS4567,2018-07-21,193,254
AA1234,2018-07-22,175,251
UA5678,2018-07-22,109,222
DL9012,2018-07-22,214,235
WN789,2018-07-22,223,232
AS4567,2018-07-22,191,285
AA1234,2018-07-23,229,245
UA5678,2018-07-23,242,293
DL9012,2018-07-23,107,203
WN789,2018-07-23,134,251
AS4567,2018-07-23,105,223
AA1234,2018-07-24,198,240
UA5678,2018-07-24,117,249
DL9012,2018-07-24,139,231
WN789,2018-07-24,243,248
AS4567,2018-07-24,152,285
AA1234,2018-07-25,199,252
UA5678,2018-07-25,113,260
DL9012,2018-07-25,111,235
WN789,2018-07-25,173,296
AS4567,2018-07-25,130,207
AA1234,2018-07-26,139,293
UA5678,2018-07-26,201,236
DL9012,2018-07-26,195,269
WN789,2018-07-26,190,245
AS4567,2018-07-26,117,279
AA1234,2018-07-27,117,264
UA5678,2018-07-27,152,245
DL9012,2018-07-27,241,232
WN789,2018-07-27,225,271
AS4567,2018-07-27,236,274
AA1234,2018-07-28,176,227
UA5678,2018-07-28,146,214
DL9012,2018-07-28,151,285
WN789,2018-07-28,175,265
AS4567,2018-07-28,124,234
AA1234,2018-07-29,108,236
UA5678,2018-07-29,174,207
DL9012,2018-07-29,197,262
WN789,2018-07-29,138,258
AS4567,2018-07-29,189,295
AA1234,2018-07-30,199,289
UA5678,2018-07-30,243,226
DL9012,2018-07-30,160,286
WN789,2018-07-30,244,249
AS4567,2018-07-30,218,279
AA1234,2018-07-31,240,241
UA5678,2018-07-31,191,246
DL9012,2018-07-31,125,255
WN789,2018-07-31,192,220
AS4567,2018-07-31,127,262
AA1234,2018-08-01,112,266
UA5678,2018-08-01,172,242
DL9012,2018-08-01,213,262
WN789,2018-08-01,248,233
AS4567,2018-08-01,126,291
AA1234,2018-08-02,124,247
UA5678,2018-08-02,123,238
DL9012,2018-08-02,216,263
WN789,2018-08-02,149,268
AS4567,2018-08-02,196,265
AA1234,2018-08-03,205,267
UA5678,2018-08-03,228,211
DL9012,2018-08-03,186,254
WN789,2018-08-03,225,263
AS4567,2018-08-03,113,289
AA1234,2018-08-04,189,229
UA5678,2018-08-04,158,267
DL9012,2018-08-04,147,219
WN789,2018-08-04,203,228
AS4567,2018-08-04,100,238
AA1234,2018-08-05,123,217
UA5678,2018-08-05,142,233
DL9012,2018-08-05,134,271
WN789,2018-08-05,228,241
AS4567,2018-08-05,241,217
AA1234,2018-08-06,143,269
UA5678,2018-08-06,170,206
DL9012,2018-08-06,111,209
WN789,2018-08-06,224,279
AS4567,2018-08-06,216,284
AA1234,2018-08-07,119,296
UA5678,2018-08-07,152,215
DL9012,2018-08-07,130,241
WN789,2018-08-07,104,241
AS4567,2018-08-07,179,231
AA1234,2018-08-08,239,222
UA5678,2018-08-08,134,296
DL9012,2018-08-08,194,256
WN789,2018-08-08,162,206
AS4567,2018-08-08,165,207
AA1234,2018-08-09,173,230
UA5678,2018-08-09,205,285
DL9012,2018-08-09,219,292
WN789,2018-08-09,126,262
AS4567,2018-08-09,238,268
AA1234,2018-08-10,194,244
UA5678,2018-08-10,229,233
DL9012,2018-08-10,187,221
WN789,2018-08-10,176,273
AS4567,2018-08-10,224,233
AA1234,2018-08-11,163,240
UA5678,2018-08-11,121,286
DL9012,2018-08-11,209,209
WN789,2018-08-11,185,294
AS4567,2018-08-11,123,265
AA1234,2018-08-12,233,212
UA5678,2018-08-12,209,206
DL9012,2018-08-12,196,203
WN789,2018-08-12,213,299
AS4567,2018-08-12,248,237
AA1234,2018-08-13,173,282
UA5678,2018-08-13,167,220
DL9012,2018-08-13,118,255
WN789,2018-08-13,154,223
AS4567,2018-08-13,224,257
AA1234,2018-08-14,203,250
UA5678,2018-08-14,245,294
DL9012,2018-08-14,134,208
WN789,2018-08-14,113,241
AS4567,2018-08-14,145,285
AA1234,2018-08-15,106,262
UA5678,2018-08-15,173,283
DL9012,2018-08-15,219,279
WN789,2018-08-15,110,270
AS4567,2018-08-15,189,279
AA1234,2018-08-16,161,277
UA5678,2018-08-16,223,220
DL9012,2018-08-16,126,249
WN789,2018-08-16,221,246
AS4567,2018-08-16,138,292
AA1234,2018-08-17,209,294
UA5678,2018-08-17,183,201
DL9012,2018-08-17,102,246
WN789,2018-08-17,175,223
AS4567,2018-08-17,240,210
AA1234,2018-08-18,135,265
UA5678,2018-08-18,136,232
DL9012,2018-08-18,191,220
WN789,2018-08-18,110,229
AS4567,2018-08-18,172,204
AA1234,2018-08-19,180,295
UA5678,2018-08-19,247,276
DL9012,2018-08-19,141,235
WN789,2018-08-19,138,252
AS4567,2018-08-19,227,268
AA1234,2018-08-20,242,290
UA5678,2018-08-20,175,273
DL9012,2018-08-20,195,264
WN789,2018-08-20,233,208
AS4567,2018-08-20,236,206
AA1234,2018-08-21,199,268
UA5678,2018-08-21,177,254
DL9012,2018-08-21,140,289
WN789,2018-08-21,209,287
AS4567,2018-08-21,132,215
AA1234,2018-08-22,202,232
UA5678,2018-08-22,142,219
DL9012,2018-08-22,164,298
WN789,2018-08-22,214,253
AS4567,2018-08-22,170,260
AA1234,2018-08-23,210,274
UA5678,2018-08-23,162,268
DL9012,2018-08-23,145,209
WN789,2018-08-23,239,233
AS4567,2018-08-23,128,210
AA1234,2018-08-24,227,286
UA5678,2018-08-24,243,281
DL9012,2018-08-24,104,283
WN789,2018-08-24,120,287
AS4567,2018-08-24,168,251
AA1234,2018-08-25,213,262
UA5678,2018-08-25,134,204
DL9012,2018-08-25,196,253
WN789,2018-08-25,110,224
AS4567,2018-08-25,174,267
AA1234,2018-08-26,176,285
UA5678,2018-08-26,201,244
DL9012,2018-08-26,222,201
WN789,2018-08-26,212,296
AS4567,2018-08-26,133,219
AA1234,2018-08-27,124,268
UA5678,2018-08-27,110,263
DL9012,2018-08-27,201,272
WN789,2018-08-27,232,213
AS4567,2018-08-27,222,284
AA1234,2018-08-28,165,205
UA5678,2018-08-28,134,228
DL9012,2018-08-28,225,222
WN789,2018-08-28,117,264
AS4567,2018-08-28,127,300
AA1234,2018-08-29,175,243
UA5678,2018-08-29,205,296
DL9012,2018-08-29,192,275
WN789,2018-08-29,118,210
AS4567,2018-08-29,181,267
AA1234,2018-08-30,142,297
UA5678,2018-08-30,172,300
DL9012,2018-08-30,194,225
WN789,2018-08-30,122,296
AS4567,2018-08-30,216,285
AA1234,2018-08-31,210,253
UA5678,2018-08-31,214,211
DL9012,2018-08-31,202,240
WN789,2018-08-31,163,272
AS4567,2018-08-31,205,228
AA1234,2018-09-01,103,268
UA5678,2018-09-01,156,229
DL9012,2018-09-01,207,248
WN789,2018-09-01,156,226
AS4567,2018-09-01,205,230
AA1234,2018-09-02,226,217
UA5678,2018-09-02,155,282
DL9012,2018-09-02,133,265
WN789,2018-09-02,135,299
AS4567,2018-09-02,194,273
AA1234,2018-09-03,167,228
UA5678,2018-09-03,233,249
DL9012,2018-09-03,136,213
WN789,2018-09-03,221,260
AS4567,2018-09-03,169,281
AA1234,2018-09-04,134,217
UA5678,2018-09-04,168,238
DL9012,2018-09-04,100,273
WN789,2018-09-04,162,228
AS4567,2018-09-04,212,247
AA1234,2018-09-05,129,263
UA5678,2018-09-05,246,216
DL9012,2018-09-05,104,255
WN789,2018-09-05,102,235
AS4567,2018-09-05,146,220
AA1234,2018-09-06,154,249
UA5678,2018-09-06,153,264
DL9012,2018-09-06,199,272
WN789,2018-09-06,164,270
AS4567,2018-09-06,117,207
AA1234,2018-09-07,148,219
UA5678,2018-09-07,171,268
DL9012,2018-09-07,130,247
WN789,2018-09-07,224,276
AS4567,2018-09-07,101,224
AA1234,2018-09-08,218,283
UA5678,2018-09-08,109,247
DL9012,2018-09-08,144,294
WN789,2018-09-08,226,209
AS4567,2018-09-08,249,223
AA1234,2018-09-09,129,206
UA5678,2018-09-09,132,282
DL9012,2018-09-09,142,277
WN789,2018-09-09,169,208
AS4567,2018-09-09,213,293
AA1234,2018-09-10,136,260
UA5678,2018-09-10,186,231
DL9012,2018-09-10,171,231
WN789,2018-09-10,169,257
AS4567,2018-09-10,247,258
AA1234,2018-09-11,117,239
UA5678,2018-09-11,206,281
DL9012,2018-09-11,142,275
WN789,2018-09-11,102,288
AS4567,2018-09-11,168,211
AA1234,2018-09-12,178,224
UA5678,2018-09-12,101,245
DL9012,2018-09-12,246,257
WN789,2018-09-12,241,215
AS4567,2018-09-12,182,289
AA1234,2018-09-13,202,260
UA5678,2018-09-13,198,231
DL9012,2018-09-13,191,212
WN789,2018-09-13,155,291
AS4567,2018-09-13,139,244
AA1234,2018-09-14,123,221
UA5678,2018-09-14,238,284
DL9012,2018-09-14,148,262
WN789,2018-09-14,192,300
AS4567,2018-09-14,175,211
AA1234,2018-09-15,228,278
UA5678,2018-09-15,142,243
DL9012,2018-09-15,233,210
WN789,2018-09-15,197,259
AS4567,2018-09-15,130,296
AA1234,2018-09-16,211,259
UA5678,2018-09-16,121,290
DL9012,2018-09-16,189,230
WN789,2018-09-16,232,204
AS4567,2018-09-16,106,202
AA1234,2018-09-17,147,244
UA5678,2018-09-17,184,245
DL9012,2018-09-17,246,202
WN789,2018-09-17,149,281
AS4567,2018-09-17,102,218
AA1234,2018-09-18,161,220
UA5678,2018-09-18,186,240
DL9012,2018-09-18,199,206
WN789,2018-09-18,161,226
AS4567,2018-09-18,181,298
AA1234,2018-09-19,133,256
UA5678,2018-09-19,195,273
DL9012,2018-09-19,190,216
WN789,2018-09-19,145,283
AS4567,2018-09-19,239,299
AA1234,2018-09-20,171,271
UA5678,2018-09-20,217,210
DL9012,2018-09-20,238,290
WN789,2018-09-20,167,257
AS4567,2018-09-20,214,280
AA1234,2018-09-21,210,238
UA5678,2018-09-21,244,280
DL9012,2018-09-21,240,205
WN789,2018-09-21,111,284
AS4567,2018-09-21,249,258
AA1234,2018-09-22,210,252
UA5678,2018-09-22,228,253
DL9012,2018-09-22,136,248
WN789,2018-09-22,156,292
AS4567,2018-09-22,120,260
AA1234,2018-09-23,101,270
UA5678,2018-09-23,127,294
DL9012,2018-09-23,223,214
WN789,2018-09-23,123,295
AS4567,2018-09-23,179,221
AA1234,2018-09-24,111,210
UA5678,2018-09-24,133,235
DL9012,2018-09-24,158,266
WN789,2018-09-24,156,213
AS4567,2018-09-24,215,233
AA1234,2018-09-25,217,292
UA5678,2018-09-25,192,233
DL9012,2018-09-25,136,209
WN789,2018-09-25,200,239
AS4567,2018-09-25,211,285
